polymer,concentration,mean_particle_area,max_particle_area,total_particle_area,particle_density,particle_count,mean_circularity,green_std,red_std,blue_std,S1,S2,S3,S4
NYLON,1.2229,1153.2512,19778.4608,65605.6613,0.0552,60.6535,0.4357,14.128,42.6628,1.8321,351.6692,326.7782,255.6339,155.0725
PVC,0.694,100.2813,321.7671,1741.9039,0.0057,16.9032,0.5015,3.5139,12.0783,1.188,149.5409,156.087,93.8844,120.2893
PVC,1.0379,775.0052,5634.5011,54459.5145,0.0451,72.0531,0.4325,12.5323,36.3101,2.4867,453.8685,319.1798,365.0939,262.0787
NYLON,6.0057,1611.4674,32910.6192,39280.2255,0.1254,25.3945,0.4786,23.5254,60.997,4.8268,851.6344,692.9643,536.6792,504.4111
PVC,9.1815,145.368,259.5711,904.4288,0.0029,6.0818,0.5475,3.83,10.7579,1.4107,857.4818,722.4566,586.6078,390.9118
PVC,4.1121,120.6727,362.1251,1367.6263,0.0051,11.6757,0.7011,1.3248,9.7207,0.5759,674.1031,603.8523,387.0187,340.6829
NYLON,0.1217,1779.6092,5459.3969,6707.4708,0.0157,3.8663,0.4491,10.0386,30.3358,1.4479,18.3763,35.8207,28.063,21.5727
PVC,4.9198,113.4505,180.7149,555.0443,0.0018,4.9391,0.7273,1.1812,6.0661,0.5624,631.5474,602.9003,479.9288,369.9764
NYLON,5.7069,306.9161,4036.0562,12547.4931,0.0266,41.9826,0.5349,8.475,31.2557,1.5671,712.4112,580.7364,368.6027,365.5847
PVC,3.3132,106.9968,179.2615,1217.2623,0.0041,11.3078,0.5364,3.3107,9.5828,2.3276,563.8059,593.4674,404.7261,344.5875
PVC,3.9623,118.1089,1261.93,5206.831,0.0161,39.0883,0.5872,5.1615,23.9434,3.6201,619.4024,582.5833,474.9635,378.0079
NYLON,3.2956,571.3516,3287.0665,11783.0941,0.0312,21.2793,0.5384,11.224,37.2701,1.9529,548.8296,468.9611,366.115,291.988
PVC,0.1527,91.6765,393.8584,4478.7656,0.0149,45.338,0.6924,2.737,19.5122,1.0759,3.2254,0.0,0.0,35.4263
NYLON,2.1567,975.0979,8469.6842,18482.2982,0.0443,18.9015,0.4949,16.3498,36.5682,5.1806,397.755,377.5584,357.7512,234.5984
PVC,0.2703,234.4399,1906.5284,12857.1945,0.0412,55.4613,0.4683,5.9584,29.2903,2.3337,135.6806,114.3239,185.1644,60.8682
NYLON,0.1572,467.7462,3014.4941,14340.1122,0.0336,29.8344,0.567,16.138,32.4355,5.3614,15.5659,21.7056,51.1423,16.611
PVC,0.6272,84.2629,272.0364,1766.6534,0.0057,20.598,0.6018,3.1208,11.1631,1.1778,206.1969,127.274,141.5301,90.9095
NYLON,3.7989,525.81,4589.2335,15875.6784,0.0409,32.9373,0.5128,19.0466,37.1711,5.7281,608.8239,497.4462,498.0981,339.2923
NYLON,7.291,409.7185,3976.6043,23931.143,0.0714,58.0952,0.5054,13.7898,40.7221,2.791,771.6534,686.1382,522.0593,440.6624
NYLON,3.5155,692.8937,6731.621,25951.5835,0.0647,38.9411,0.4266,19.0737,39.4892,5.2379,639.6324,474.6447,430.1236,315.6361
PVC,0.1034,124.8067,520.0665,4267.0005,0.0152,35.4465,0.5625,5.1478,20.4582,1.65,58.9089,29.9257,38.7513,67.6689
NYLON,0.7452,1263.6753,4647.2539,9009.3334,0.0261,7.4412,0.4399,12.9905,38.7505,3.3457,277.8251,190.5066,169.5288,181.2641
NYLON,4.1165,615.9845,4948.7367,9357.5681,0.0218,15.343,0.2696,11.5281,30.0812,1.815,600.3095,537.3255,378.1144,320.0885
PVC,0.2416,1040.6429,7750.6575,57473.3969,0.0483,57.3091,0.4614,15.7345,42.2448,3.7804,217.0931,206.6809,146.3706,150.3423
PVC,5.7544,123.2472,538.4498,4623.7685,0.0151,36.9633,0.5824,5.2758,21.1392,1.5712,732.6577,606.5804,490.4904,517.3371
PVC,0.325,182.9642,751.418,4044.9495,0.0134,24.192,0.573,7.7932,26.4173,1.8914,141.0227,101.5996,111.3026,59.732
PVC,0.1324,383.7838,1078.0489,2314.7555,0.0071,6.1038,0.516,3.7273,16.2763,1.0192,30.2884,49.3079,2.3832,5.5157
NYLON,4.3909,1482.5897,13990.8987,20711.1281,0.0429,14.3126,0.3764,11.8038,39.696,2.7712,691.5644,623.2935,362.1669,348.1756
PVC,6.5309,140.1675,562.5961,5207.928,0.0163,35.4142,0.6064,6.4738,28.9506,1.5987,778.2908,680.4546,526.21,455.2334
PVC,9.7739,1267.1818,25542.5478,107201.9955,0.0851,78.0567,0.4219,20.8719,53.2161,4.8405,1023.0,827.4031,661.9669,544.8532
PVC,0.913,2009.7364,9180.7334,54398.8634,0.0412,25.8184,0.4264,13.5247,36.5463,2.918,418.1132,384.2135,330.8525,248.5523
PVC,3.4474,124.5603,387.1738,1417.2805,0.0048,10.7518,0.6838,1.374,9.6562,0.5875,526.634,571.3635,393.8382,289.4885
PVC,4.0296,420.7801,14996.6044,19057.4429,0.0617,46.3608,0.4055,3.2241,9.084,1.0573,695.8588,603.035,505.4197,448.8138
PVC,7.7365,288.7597,2254.5987,14406.5083,0.0489,51.1115,0.5392,10.8104,33.0697,3.6533,919.8328,614.7101,577.2795,463.5813
PVC,8.3921,154.1777,467.6767,5073.6508,0.0157,31.1811,0.4901,5.1251,19.6818,1.6093,799.2389,715.3603,582.4195,430.4552
PVC,6.7383,118.4102,358.3566,5417.675,0.018,47.9915,0.5865,7.6933,26.6043,1.7893,815.6934,739.9425,510.5848,426.0332
PVC,0.3848,97.6903,176.2097,579.1686,0.0018,6.1009,0.6029,3.1871,7.5105,1.028,91.4403,80.3462,49.2789,20.9038
NYLON,0.5579,1508.623,8863.9946,27906.1134,0.063,18.8915,0.4109,24.4457,48.6872,7.6599,207.9645,206.8577,124.8868,123.8815
NYLON,0.4223,845.4581,8083.5337,13554.56,0.0338,16.509,0.331,10.8113,29.1455,1.8131,154.3297,118.9184,137.9008,97.4975
PVC,1.1159,2196.1047,32088.7302,111475.516,0.0941,50.4299,0.3649,22.0957,50.54,4.842,604.8617,517.187,413.6392,334.3798
PVC,1.7112,287.7709,1428.6279,12778.2394,0.0406,42.4201,0.5687,7.3554,34.3661,1.895,470.7009,354.4725,287.2305,281.3703
PVC,0.1323,1378.1009,17092.5156,76889.1745,0.0679,58.0055,0.4122,17.9079,47.6504,4.1551,242.0269,189.395,174.826,140.5861
PVC,5.4361,154.0073,465.831,2469.1864,0.0084,16.2347,0.4894,4.2179,15.6081,1.3812,738.3305,612.7313,464.2323,392.0551
NYLON,7.0554,1059.6374,8303.2486,102138.5395,0.0804,102.8735,0.4227,15.2695,41.4487,2.561,770.3796,614.3424,478.8828,424.8401
NYLON,0.296,792.0526,4120.743,15102.9212,0.0378,19.7333,0.4791,18.6883,39.4506,4.4345,152.8336,146.7419,253.2501,101.8713
NYLON,4.7652,1040.701,12230.7837,30098.8919,0.0686,28.3231,0.4041,16.9438,47.6542,2.8258,737.6349,568.24,402.7276,401.8605
PVC,0.344,1363.8095,22177.8012,88974.5651,0.0751,65.7126,0.4344,19.3171,50.4079,4.4684,328.7503,276.6369,214.7532,185.0212
PVC,0.1317,70.2682,216.2389,2466.872,0.0082,37.5974,0.553,2.934,9.3477,1.2694,26.971,65.0801,48.8261,76.6347
NYLON,1.5129,215.5995,687.0,6633.2545,0.0232,31.2836,0.5673,8.6213,25.6055,2.2108,356.9026,225.5014,154.4183,152.3906
NYLON,7.9352,408.5326,3654.9062,13005.812,0.0323,31.1495,0.3834,7.2963,19.1591,1.8338,693.444,622.7656,506.2027,307.0286
PVC,2.4565,1816.0915,16444.3754,39986.7282,0.0307,22.0413,0.3963,12.2775,36.7129,2.8336,693.2993,602.9651,465.6922,316.3881
PVC,1.4,101.3949,367.0019,2415.0752,0.0083,24.2426,0.5264,2.9329,14.3599,1.1536,390.058,365.8138,273.8479,281.7314
PVC,0.1161,2186.2034,11163.7999,77099.1017,0.0603,31.8275,0.3822,17.259,43.723,4.2551,209.352,163.3925,144.5584,131.8958
PVC,6.9552,701.5212,4689.6014,26386.5321,0.0226,37.3429,0.4639,10.5778,32.1128,2.8738,855.1051,643.0226,655.034,370.78
NYLON,7.3565,510.7699,3016.7343,10862.9755,0.0282,22.0436,0.4533,7.854,33.6769,1.4107,706.5272,591.114,457.2979,415.1438
PVC,0.1872,978.2721,6194.5908,40935.1881,0.0331,37.7009,0.4084,14.7252,37.7507,3.3413,173.2612,146.5064,132.5426,106.8283
NYLON,6.0068,1283.349,5535.0828,15847.513,0.0377,13.6049,0.4066,12.3898,34.6859,1.8647,834.7363,664.5524,493.3238,428.6113
PVC,0.3451,136.6598,518.8366,3307.8336,0.0106,25.8678,0.5835,2.1079,10.9995,0.9588,134.2246,90.384,66.7746,52.6663
PVC,0.3083,125.9295,638.7724,7303.1997,0.0248,60.622,0.6248,7.3776,30.1368,2.3356,104.2021,109.8177,98.6363,63.3105
PVC,1.5141,916.7262,4590.126,33199.1988,0.028,37.0137,0.4445,11.1726,30.8525,2.6326,420.4693,370.0763,264.6574,249.0115
NYLON,5.7278,480.8087,3369.0964,10403.208,0.0254,23.2188,0.4375,10.8153,26.3002,1.6696,637.8698,585.6406,369.4816,392.6428
PVC,0.53,93.9777,454.969,2162.3233,0.007,24.3798,0.5401,2.7517,9.7847,1.0773,176.5061,135.1573,118.9422,96.7981
NYLON,1.062,560.6177,3798.7435,8092.9946,0.0216,14.7371,0.4584,11.2098,33.7944,2.1051,280.0565,193.8775,168.5871,123.7117
PVC,0.4561,1695.8383,18926.9608,55315.2069,0.0472,32.8004,0.4514,15.1536,40.849,3.8888,318.0063,217.0896,212.2869,184.7942
NYLON,6.3142,252.3216,1158.1364,5027.4097,0.0112,20.5509,0.5423,5.8252,21.965,1.3423,650.6624,555.3928,359.8432,402.0924
PVC,0.4998,137.22,587.1583,6166.9615,0.0204,46.9028,0.6585,9.1196,32.7059,2.2786,201.5199,219.5365,100.8294,133.2555
PVC,0.226,95.1462,171.3287,577.932,0.0019,5.9269,0.5846,3.2316,8.1344,1.0591,31.0026,113.1292,10.678,22.5943
NYLON,9.7594,2516.5297,11565.7061,35621.8885,0.0302,13.2809,0.4908,12.4015,34.5129,1.815,750.4816,671.3369,528.454,393.6565
NYLON,0.8572,1043.4284,7746.8149,23698.7154,0.0747,23.5559,0.4542,17.7085,44.2608,3.1793,287.6296,253.7362,234.0745,138.9977
NYLON,0.5984,582.6779,5379.1177,31331.0488,0.1029,53.707,0.4359,18.0478,41.8142,4.0412,264.0216,219.0455,137.5647,143.3392
NYLON,0.1511,809.3235,6002.5224,23357.6016,0.0787,30.1316,0.4746,19.1368,47.9853,3.5401,103.485,85.8806,0.0,64.9338
PVC,5.1985,1659.0407,12123.5048,53586.0724,0.0464,29.8808,0.4242,14.1732,38.1257,2.8795,877.7629,704.4685,671.8475,538.7722
NYLON,3.4947,214.7125,722.4313,6618.5137,0.0241,30.8354,0.5563,8.5346,25.6354,2.3439,531.9711,428.5183,350.0007,268.3791
NYLON,0.4169,659.1619,3457.5243,32457.4398,0.1043,48.9422,0.4243,21.3006,50.7802,4.4133,246.7909,210.4872,147.1654,199.1778
PVC,0.6419,70.7709,239.3736,2272.9059,0.0071,34.3529,0.5123,2.521,8.9146,1.1476,199.6067,157.4596,157.2964,122.078
PVC,0.1301,101.1904,292.325,4301.1457,0.0128,37.8899,0.6399,5.4852,22.9602,3.7485,74.0141,75.8378,71.0086,61.2993
PVC,0.1493,155.065,483.5122,4681.3528,0.0149,29.0868,0.6108,4.8152,25.1705,1.362,52.1153,61.4909,65.8001,59.142
NYLON,1.7315,522.4383,2728.8344,16212.2782,0.039,30.4948,0.4684,9.6162,21.5271,1.5738,345.4197,287.2512,276.8566,122.8103
NYLON,0.389,1215.6006,10118.1749,12689.702,0.0318,10.8525,0.4394,9.2013,35.7059,1.3256,149.783,190.7895,119.1545,84.8673
NYLON,0.1313,2922.6868,57481.6203,107565.6518,0.0825,34.9565,0.3717,16.3413,47.9413,2.0326,356.8339,222.1997,154.0123,141.5786
PVC,0.7355,155.8356,12043.2595,25151.806,0.0802,159.1832,0.1426,3.1237,9.7255,1.0032,258.3612,187.4185,198.8214,124.7118
PVC,0.2675,100.4791,165.7225,1111.8327,0.0038,10.8072,0.5769,2.6683,9.4296,0.9191,113.5714,37.501,66.2892,89.1649
NYLON,0.1368,178.3417,536.0216,2564.968,0.0089,16.0896,0.525,6.4213,12.5543,1.6609,5.5067,0.0,8.307,4.0433
NYLON,4.9583,3373.4134,12636.6613,34879.5887,0.0826,9.6669,0.3938,20.136,55.5724,3.139,831.3647,704.127,590.2484,406.5768
NYLON,0.1831,1268.5617,4825.9866,8726.6713,0.0244,7.2227,0.4186,13.9699,38.7154,3.5563,80.5333,66.8205,72.1799,98.0981
PVC,0.2634,2272.7313,11595.1076,75496.6147,0.0599,34.9581,0.3838,16.8926,43.8975,4.4088,331.8532,265.8168,255.7865,199.7638
NYLON,0.105,2487.7259,22873.9559,39136.6828,0.0972,14.4177,0.3905,21.5335,55.9581,2.5746,207.1163,179.0292,141.5325,140.5798
PVC,1.7128,1354.6158,18145.1619,77927.7245,0.0628,55.7432,0.4142,18.0258,44.9266,3.8056,595.7446,533.8567,450.5185,291.0448
PVC,4.4259,150.5042,468.2038,4495.8815,0.0142,26.9524,0.582,4.991,24.2434,1.4182,648.0916,570.2695,383.4043,350.2728
PVC,3.8213,929.7558,12359.2154,68794.6298,0.0577,72.4001,0.4307,16.4532,44.8767,3.6687,723.8574,687.975,572.9811,361.8574
PVC,8.5704,514.5782,7560.927,14755.8579,0.0476,26.9999,0.5677,9.3408,40.9083,1.5669,890.4496,745.1844,610.5402,416.8506
PVC,2.0122,95.0903,326.1972,1150.9145,0.0037,11.6541,0.6211,2.2623,10.7296,0.7752,481.7154,418.9779,346.1478,335.3556
PVC,0.1773,413.2482,1187.6627,11154.816,0.0373,26.473,0.4186,6.8309,26.9997,2.0948,75.5247,61.5255,85.1012,72.6467
NYLON,0.1901,695.9413,2739.8329,13154.435,0.0367,21.899,0.4505,10.9508,39.1326,1.686,31.5401,95.9807,18.8139,56.0746
NYLON,1.709,312.5773,960.4267,2810.648,0.0085,8.3577,0.4232,6.6049,14.4972,1.5382,293.4109,320.4434,250.4757,122.888
NYLON,0.4018,608.4354,2565.8247,14634.9191,0.0398,25.8057,0.5126,11.5255,41.7391,1.7045,110.8469,96.7873,119.2714,94.373
PVC,5.7404,109.8486,187.8587,551.2277,0.0019,5.19,0.736,1.2035,5.9834,0.5819,778.492,576.3442,474.8628,441.4815
PVC,3.489,161.2685,552.1477,838.2529,0.0027,5.0402,0.504,3.2329,8.8035,1.6183,576.1671,523.3992,409.5995,306.8969
PVC,0.1168,1617.5156,33037.2942,96815.4449,0.0764,59.8314,0.4392,21.2675,49.1129,4.909,208.3228,201.5131,161.5634,125.579
NYLON,0.2372,440.0364,3543.9246,16847.0459,0.0429,39.8747,0.4782,17.2205,36.5634,4.6243,96.3639,94.1974,106.8609,52.7112
NYLON,0.2366,1922.9435,11104.3018,65243.568,0.0536,36.271,0.4049,15.7289,39.4019,2.5505,154.8186,157.035,104.2928,89.9923
PVC,6.6571,171.1748,966.1102,5871.5169,0.0179,36.0634,0.5613,6.5157,24.0667,1.5538,778.7232,699.0089,537.9609,302.6728
PVC,0.3878,100.1028,251.7859,2574.8652,0.0082,25.7344,0.5162,2.7699,9.4242,0.9743,108.8771,141.7733,108.5422,105.2759
NYLON,9.2453,1290.1404,4945.1026,12201.0772,0.0347,8.8947,0.4774,11.7187,40.5646,2.4229,818.6758,686.2026,621.7659,404.8151
PVC,0.1945,140.6667,530.1225,4450.4048,0.0149,30.3657,0.6029,5.6914,21.2361,1.5222,86.6572,61.5002,77.8364,1.1916
NYLON,2.4966,713.5379,1809.4458,6164.0125,0.0155,8.8265,0.492,7.5823,28.7707,1.2894,488.0122,401.3858,327.6293,192.6829
NYLON,7.4917,857.0318,8395.3394,14188.5293,0.0342,17.0633,0.3168,11.3077,29.3752,2.0383,761.2841,668.568,369.665,353.8302
NYLON,0.2763,269.7067,2101.6959,7847.2364,0.0292,30.1606,0.5084,9.5679,28.724,1.9231,38.9583,40.772,35.3146,13.8543
NYLON,0.2749,481.7923,2472.834,5616.4728,0.0132,10.7859,0.5159,6.9019,18.8734,1.1364,0.0,28.2422,28.8157,99.0049
PVC,0.1171,168.6624,560.0115,793.2138,0.0027,4.692,0.4945,3.3064,8.3825,1.6513,27.1333,0.0,21.3437,16.3763
PVC,5.2921,1789.1273,11349.6157,54580.0629,0.0451,30.023,0.3705,13.6524,41.5803,3.0645,882.9842,824.4535,666.7195,410.2832
NYLON,0.5494,861.5538,5845.6765,16032.8647,0.0386,17.2423,0.4693,18.7523,39.1865,6.139,190.5275,193.6862,191.979,156.7491
NYLON,1.3398,216.6643,1092.573,7130.4014,0.0261,28.9013,0.5591,8.6838,24.3767,2.0799,247.7493,254.8934,254.7042,169.5315
NYLON,1.6288,237.3884,1080.8773,7121.9641,0.0256,32.6277,0.5477,7.8931,23.0377,2.0198,343.6916,279.4389,247.0571,231.1068
PVC,9.6843,1043.769,6583.6773,53122.2687,0.0437,48.2503,0.4546,17.4578,42.7733,3.5747,885.0099,795.9427,640.6023,560.4664
PVC,1.4212,683.2104,880.1573,1331.2819,0.0038,1.9324,0.4856,4.3549,15.7984,0.8823,434.6805,389.3057,285.7894,144.9392
PVC,3.9745,90.4237,532.3943,4987.3796,0.015,54.3886,0.6039,3.9396,16.2531,1.4954,678.6085,540.4338,442.8388,322.2578
NYLON,0.501,393.5348,3386.6092,18899.6253,0.0458,51.3614,0.5331,18.5827,35.5571,5.1244,155.6178,140.7146,91.3487,69.8759
PVC,6.7318,1659.198,34230.0734,94575.9108,0.0769,56.8822,0.4591,21.2359,50.8373,4.5178,960.9008,775.8309,642.4885,529.7165
NYLON,2.154,911.7627,3244.1776,7597.2947,0.0204,9.0997,0.4795,9.0871,31.7751,1.99,473.2695,396.7955,235.3634,356.879
NYLON,0.3658,605.1867,9498.9079,56269.3536,0.044,90.6592,0.4649,12.6389,32.2284,2.0231,172.0662,123.0391,108.316,97.2617
NYLON,6.2612,195.8717,887.1296,9066.22,0.0344,51.1655,0.5077,8.5429,23.8913,2.4714,764.732,688.7934,474.0929,416.875
PVC,0.2646,107.4856,550.3056,2530.4277,0.0088,25.1875,0.474,5.4421,17.9109,1.0832,95.2293,118.7231,59.5756,72.8085
NYLON,0.2347,1736.4108,18917.019,91547.9671,0.0709,48.4728,0.3879,18.4839,50.152,3.3996,190.7304,135.4432,166.0927,144.6831
PVC,7.8882,130.4045,591.301,4461.4509,0.0135,30.9968,0.6269,7.0748,23.8765,1.3621,797.9102,668.2212,524.5566,361.6645
NYLON,1.614,292.5127,3143.7248,8209.4039,0.0177,26.4609,0.5697,6.8858,24.3492,1.2928,344.4146,297.4722,222.9312,198.5122
PVC,0.1959,133.9844,444.4403,4113.4321,0.0135,31.3251,0.6083,6.8969,21.3884,3.378,24.4463,42.5603,0.0,13.0868
PVC,0.2192,103.4262,290.5562,4256.2339,0.0146,43.7072,0.723,5.6703,25.1225,1.6141,63.7536,53.0105,15.6205,32.2272
PVC,0.1117,1022.6938,7327.3829,68890.6054,0.0536,61.5209,0.4307,16.4749,44.4991,3.6804,183.4062,180.8331,80.357,53.2097
NYLON,0.1038,875.7979,5288.8732,12618.265,0.0281,14.1415,0.343,10.2524,31.0352,1.6208,29.699,18.9302,14.8574,17.8124
NYLON,0.7504,616.7151,3522.2174,23023.1859,0.0568,38.0339,0.4673,18.2607,40.7349,4.6963,286.2688,214.3353,156.2805,131.7264
PVC,4.6314,207.7883,483.8018,4431.3678,0.0144,20.3894,0.574,7.3586,25.3198,4.3242,669.4133,511.5663,451.6812,372.0795
NYLON,1.3932,925.1402,5758.7747,14969.0158,0.0362,16.7947,0.4783,18.0848,38.0854,6.0495,290.7009,233.079,244.9526,201.632
PVC,0.6721,529.259,1802.7931,13808.8577,0.0112,24.7384,0.5614,10.3651,25.6156,2.9686,307.0259,189.9945,143.4045,155.6106
NYLON,2.168,429.0815,2619.5568,6419.973,0.0152,15.0769,0.4869,7.8224,21.5662,1.5743,378.085,322.8013,256.6578,209.1457
NYLON,0.3185,570.4251,7677.202,19911.979,0.0478,32.7456,0.4401,15.4036,38.6345,3.1022,92.4674,65.8346,103.0269,48.736
NYLON,0.1093,509.9733,3098.3174,10663.8487,0.0289,20.5783,0.4379,7.9044,32.4429,1.5203,0.0,0.0,0.0,0.0
NYLON,1.1344,277.2658,3179.9255,7281.0607,0.0177,27.2105,0.3792,8.5957,21.0602,1.8437,246.6704,161.5179,159.5069,155.796
PVC,1.4921,82.7915,272.2856,1156.8593,0.0041,14.9616,0.6978,2.8483,10.1337,2.3869,386.1733,320.5295,290.8504,221.3876
NYLON,6.8879,793.1851,5798.8608,20949.6241,0.0664,25.9706,0.3596,17.4719,42.4276,2.6622,782.0756,612.9157,524.2318,412.1813
PVC,4.3501,1487.9241,22543.8591,105782.5668,0.0845,68.1779,0.4366,22.9633,55.6808,5.105,875.9794,799.9862,636.7931,484.6378
NYLON,1.4747,1820.0042,6832.4648,11032.72,0.0252,6.1348,0.4762,12.0155,33.5953,1.3973,399.0581,316.7527,257.3958,161.1839
NYLON,0.1588,427.5557,2529.3845,14283.5315,0.0339,32.9425,0.484,12.4237,28.1214,4.1375,74.0613,65.1638,20.29,86.4995
NYLON,2.7554,148.272,10069.1622,22760.5903,0.0547,147.9038,0.2493,5.669,11.4089,1.1219,477.7539,433.4884,248.1813,235.3711
NYLON,0.1587,3626.933,12361.0013,35726.5796,0.0856,10.1812,0.3727,20.8601,54.0963,3.1631,231.6874,141.6355,149.0822,140.1908
NYLON,4.9617,1354.32,12544.3503,37056.5835,0.0849,26.9428,0.3318,16.8619,49.2723,2.9597,747.8262,677.8703,531.9801,373.631
NYLON,6.3952,412.5702,1356.0867,1570.9147,0.0035,3.9909,0.5027,4.7476,14.5385,1.1167,611.0272,480.0705,462.743,327.9284
PVC,0.6948,161.6588,2000.3965,5837.2075,0.0193,37.9993,0.6256,5.7071,30.2248,1.4517,238.5438,213.1171,180.6465,152.6309
PVC,0.8177,161.6795,987.9802,8302.799,0.0264,49.9847,0.607,6.2089,31.2302,2.0045,224.9135,180.8835,174.4721,137.1766
PVC,4.0228,120.5955,773.7841,7457.4746,0.0246,61.9648,0.4711,4.0404,11.262,1.0019,634.9701,596.974,462.3414,418.7454
NYLON,3.577,250.9305,1185.617,5228.1403,0.0117,20.7563,0.5354,5.6735,22.2285,1.3049,541.2057,394.7074,287.8359,204.2305
NYLON,0.1139,335.1864,3441.6512,10197.6218,0.0218,29.9622,0.5332,8.2655,26.1149,1.5972,64.993,9.8952,4.1789,31.4885
PVC,0.1286,145.4553,1515.9658,5980.3858,0.0203,41.4018,0.5478,6.949,28.2183,1.8661,80.3724,64.7674,110.7582,99.7368
PVC,0.1895,183.5457,580.3735,1067.1638,0.0035,6.0016,0.5737,3.0521,9.7117,1.0533,50.1215,50.3389,89.2172,79.849
NYLON,0.1084,1201.8223,10058.0788,13388.1388,0.028,10.7263,0.4602,8.5524,33.156,1.3295,43.3649,76.421,72.8517,61.6912
PVC,1.2972,198.0168,1371.6446,18884.4245,0.0599,86.7531,0.6001,11.2241,41.9933,2.6683,369.7194,349.0073,263.6425,244.786
NYLON,0.4573,495.8307,6783.8564,21350.8079,0.0518,41.9138,0.3854,8.642,20.6688,1.5533,141.0638,111.8117,84.9758,128.5282
NYLON,0.1628,620.3546,4391.5047,10291.1805,0.0263,17.5682,0.5364,12.5657,31.1432,4.0579,0.0,45.5741,2.3836,54.179
NYLON,1.1243,3358.0295,9794.5249,43686.7401,0.036,12.6318,0.4034,12.7155,36.7567,2.4186,426.2593,357.6337,293.4606,349.9798
PVC,4.1803,155.1323,473.3887,4740.9846,0.0153,33.5245,0.5525,5.3227,20.5798,1.5818,700.385,533.221,499.9069,337.755
NYLON,0.1108,567.6699,4779.6207,20233.1707,0.0493,34.9548,0.4479,16.1904,36.4554,4.3231,25.3495,54.9382,32.3757,16.4192
NYLON,0.288,1274.0363,4807.7905,24290.3319,0.0611,19.0432,0.5049,26.6869,47.6598,8.2873,189.8033,200.1451,145.1984,121.1549
PVC,0.1348,228.8174,6873.8271,12593.5504,0.0418,54.3436,0.3611,5.8359,15.5101,1.2086,78.6985,34.5466,45.5125,35.4506
PVC,0.2897,122.3524,491.4348,5097.234,0.0155,39.7917,0.6818,8.7984,29.0827,2.0051,58.3295,49.5589,69.7289,50.9679
PVC,0.4004,985.6486,7106.5066,54877.2838,0.0483,55.2134,0.4654,16.0291,43.1958,3.9502,245.435,176.0682,122.4828,93.551
PVC,0.1088,145.9822,378.4836,4300.3278,0.014,30.12,0.5148,5.2047,19.9964,1.6131,26.3652,27.7407,0.0,40.9031
PVC,6.1544,121.0564,531.3615,4563.3667,0.0152,36.6705,0.5571,5.0696,22.0319,1.6395,778.9627,726.0382,507.5932,334.0574
NYLON,2.4226,1468.1231,13387.8891,38715.7347,0.0313,29.0153,0.4437,13.2265,35.4619,2.045,541.2468,411.2922,252.1399,277.0155
NYLON,0.3776,1881.1451,24780.5497,110142.3418,0.0944,58.912,0.4522,18.8588,55.7447,3.3596,232.3967,217.1188,203.772,126.8842
NYLON,0.7976,915.6039,7874.2954,25652.1079,0.0592,27.2066,0.5307,18.2283,47.5393,4.9395,244.1428,184.1137,166.4431,121.4357
NYLON,0.1047,331.8846,911.6713,2664.1662,0.0088,8.2135,0.4375,6.5089,14.0798,1.6248,0.0,6.5051,0.0,0.0
NYLON,0.289,1684.101,5558.4627,6956.1875,0.0146,4.0295,0.4811,9.9153,31.4545,1.4335,26.8609,74.1436,51.7582,21.4538
PVC,0.8724,270.7724,1487.5926,12871.3293,0.0397,43.3741,0.5592,6.9971,34.5574,1.7783,312.2561,240.9101,232.3344,113.2041
NYLON,4.5472,995.1857,14089.5258,43233.2651,0.0384,42.3085,0.4102,12.5002,35.2389,2.1456,667.7511,575.6416,415.7374,376.3145
NYLON,0.2953,560.0781,4523.9936,22136.4701,0.0489,35.1385,0.4363,16.8653,37.2146,3.7396,106.9055,71.3976,103.0592,24.2964
PVC,1.6502,110.1022,1020.651,4521.341,0.0153,41.28,0.5426,5.2232,13.6736,1.3618,430.3426,364.7931,292.7346,198.9228
PVC,0.1287,111.4455,167.623,1306.5292,0.004,11.1876,0.5106,3.1506,9.8312,2.338,21.9295,3.1399,22.6011,40.5771
NYLON,0.1023,2785.2717,33028.65,163009.14,0.1306,56.0009,0.4168,25.6404,62.9136,5.3573,242.8925,215.5697,157.6233,173.6294
NYLON,1.1537,1321.1788,6046.2371,23220.9406,0.0545,16.4186,0.4895,18.2524,44.8166,3.1868,367.8654,278.7804,237.8587,163.4131
NYLON,5.6934,1706.774,5539.4678,6680.8069,0.0154,3.7127,0.4758,9.7454,29.0279,1.4823,667.4934,662.7872,452.47,386.5501
NYLON,2.6793,3561.9236,10440.1771,44496.9483,0.0377,13.0636,0.4108,12.5954,36.3489,2.3201,658.6606,508.0807,445.0756,372.0855
NYLON,3.9704,1863.1285,17113.1293,53788.8263,0.0462,32.1506,0.39,10.4329,40.9539,1.557,667.1186,573.9092,504.7299,335.6028
PVC,0.1553,1000.71,7074.1985,27239.2294,0.0229,26.9726,0.494,10.5959,32.7065,2.079,133.6099,117.4117,75.1004,58.3754
PVC,1.7749,220.1615,972.4338,11191.8715,0.0396,51.939,0.6364,7.0442,39.6055,1.71,455.5919,366.7333,274.5723,215.5567
NYLON,0.4836,500.2592,3097.4918,9952.7456,0.027,21.0047,0.5162,9.9709,36.889,1.8312,85.0318,112.8886,79.3085,55.3279
